"year", "month", "day", "organization_name","organization_title","broken_package_count","broken_resource_count","broken_resource_percent","package_count","broken_package_percent"
16, 03, 20, "state-of-maryland","State of Maryland","6","6","0","781","0"
16, 03, 20, "state-mn-us","State of Minnesota","15","15","6","209","7"
16, 03, 20, "state-of-missouri","State of Missouri","6","18","1","371","1"
16, 03, 20, "state-of-new-york","State of New York","19","56","2","522","3"
16, 03, 20, "nd-gov","State of North Dakota","32","47","4","237","13"
16, 03, 20, "state-of-oregon","State of Oregon","5","5","0","482","1"
16, 03, 20, "state-of-washington","State of Washington","1","1","0","334","0"
16, 03, 20, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 03, 20, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 03, 20, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 03, 20, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 03, 20, "census-gov","US Census Bureau, Department of Commerce","193","234","0","134989","0"
16, 03, 20, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 03, 20, "hhs-gov","U.S. Department of Health & Human Services","103","129","3","1620","6"
16, 03, 20, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 03, 20, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","5","25775","5"
16, 03, 20, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","765","0"
16, 03, 20, "usgs-gov","U.S. Geological Survey, Department of the Interior","142004","175923","3","1597473","8"
16, 03, 20, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 03, 20, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 03, 20, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 03, 20, "wake-county","Wake County","1","1","0","104","0"
16, 03, 20, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 03, 20, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 03, 20, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 03, 21, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 03, 21, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 03, 21, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 03, 21, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 03, 21, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 03, 21, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 03, 21, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 03, 21, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 03, 21, "city-of-baltimore","City of Baltimore","1","1","0","322","0"
16, 03, 21, "city-of-baton-rouge","City of Baton Rouge","3","9","8","31","9"
16, 03, 21, "city-of-charlotte","City of Charlotte","1","1","0","58","1"
16, 03, 21, "city-of-chicago","City of Chicago","12","22","1","601","1"
16, 03, 21, "city-of-los-angeles","City of Los Angeles","7","9","0","349","2"
16, 03, 21, "city-of-new-york","City of New York","25","47","0","1417","1"
16, 03, 21, "city-of-san-francisco","City of San Francisco","3","9","0","414","0"
16, 03, 21, "city-of-seattle","City of Seattle","31","73","6","308","10"
16, 03, 21, "cook-county-of-illinois","Cook County of Illinois","7","10","0","375","1"
16, 03, 21, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 03, 21, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 03, 21, "usda-gov","Department of Agriculture","9","9","0","620","1"
16, 03, 21, "doc-gov","Department of Commerce","38","38","0","1458","2"
16, 03, 21, "dod-gov","Department of Defense","60","68","33","191","31"
16, 03, 21, "ed-gov","Department of Education","15","37","4","238","6"
16, 03, 21, "doe-gov","Department of Energy","3","4","0","1237","0"
16, 03, 21, "dhs-gov","Department of Homeland Security","12","12","4","256","4"
16, 03, 21, "hud-gov","Department of Housing and Urban Development","10","10","4","174","5"
16, 03, 21, "doj-gov","Department of Justice","1","1","0","1049","0"
16, 03, 21, "dol-gov","Department of Labor","30","31","5","374","8"
16, 03, 21, "state-gov","Department of State","3","4","0","119","2"
16, 03, 21, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 03, 21, "dot-gov","Department of Transportation","10","15","0","3104","0"
16, 03, 21, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","879","2146","3","5448","16"
16, 03, 21, "eop-gov","Executive Office of the President","2","2","1","46","4"
16, 03, 21, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 03, 21, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 03, 21, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 03, 21, "gsa-gov","General Services Administration","3","3","1","159","1"
16, 03, 21, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 03, 21, "isu-edu","Idaho State University","56","168","7","2076","2"
16, 03, 21, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 03, 21, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 03, 21, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
16, 03, 21, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
16, 03, 21, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
16, 03, 21, "mcc-gov","Millenium Challenge Corporation","3","6","0","113","2"
16, 03, 21, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","2","124","4"
16, 03, 21, "nasa-gov","National Aeronautics and Space Administration","804","804","2","32029","2"
16, 03, 21, "nara-gov","National Archives and Records Administration","1","1","1","65","1"
16, 03, 21, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
16, 03, 21, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","67460","0"
16, 03, 21, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
16, 03, 21, "nsf-gov","National Science Foundation","5","5","3","145","3"
16, 03, 21, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
16, 03, 21, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","14041","27"
16, 03, 21, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
16, 03, 21, "usa-net","Nuna Technologies","1","2","10","8","12"
16, 03, 21, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
16, 03, 21, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
16, 03, 21, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
16, 03, 21, "opm-gov","Office of Personnel Management","2","2","0","497","0"
16, 03, 21, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
16, 03, 21, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
16, 03, 21, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
16, 03, 21, "sss-gov","Selective Service System","9","9","100","9","100"
16, 03, 21, "state-of-alaska","State of Alaska","5","6","0","369","1"
16, 03, 21, "arkansas-gov","State of Arkansas","68","97","9","359","18"
16, 03, 21, "ca-gov","State of California","222","333","18","848","26"
16, 03, 21, "state-of-connecticut","State of Connecticut","13","39","2","346","3"
16, 03, 21, "state-of-hawaii","State of Hawaii","7","7","0","448","1"
16, 03, 21, "state-of-illinois","State of Illinois","7","7","0","591","1"
16, 03, 21, "state-of-maryland","State of Maryland","6","6","0","781","0"
16, 03, 21, "state-mn-us","State of Minnesota","15","15","6","209","7"
16, 03, 21, "state-of-missouri","State of Missouri","6","18","1","371","1"
16, 03, 21, "state-of-new-york","State of New York","19","56","2","522","3"
16, 03, 21, "nd-gov","State of North Dakota","32","47","4","237","13"
16, 03, 21, "state-of-oregon","State of Oregon","5","5","0","482","1"
16, 03, 21, "state-of-washington","State of Washington","1","1","0","334","0"
16, 03, 21, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 03, 21, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 03, 21, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 03, 21, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 03, 21, "census-gov","US Census Bureau, Department of Commerce","193","234","0","134989","0"
16, 03, 21, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 03, 21, "hhs-gov","U.S. Department of Health & Human Services","103","129","3","1620","6"
16, 03, 21, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 03, 21, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","5","25775","5"
16, 03, 21, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","765","0"
16, 03, 21, "usgs-gov","U.S. Geological Survey, Department of the Interior","142004","175923","3","1597488","8"
16, 03, 21, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 03, 21, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 03, 21, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 03, 21, "wake-county","Wake County","1","1","0","104","0"
16, 03, 21, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 03, 21, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 03, 21, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 03, 22, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 03, 22, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 03, 22, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 03, 22, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 03, 22, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 03, 22, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 03, 22, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 03, 22, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 03, 22, "city-of-baltimore","City of Baltimore","1","1","0","322","0"
16, 03, 22, "city-of-baton-rouge","City of Baton Rouge","3","9","8","31","9"
16, 03, 22, "city-of-charlotte","City of Charlotte","1","1","0","58","1"
16, 03, 22, "city-of-chicago","City of Chicago","12","22","1","601","1"
16, 03, 22, "city-of-los-angeles","City of Los Angeles","7","9","0","349","2"
16, 03, 22, "city-of-new-york","City of New York","25","47","0","1417","1"
16, 03, 22, "city-of-san-francisco","City of San Francisco","3","9","0","414","0"
16, 03, 22, "city-of-seattle","City of Seattle","31","73","6","308","10"
16, 03, 22, "cook-county-of-illinois","Cook County of Illinois","7","10","0","375","1"
16, 03, 22, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 03, 22, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 03, 22, "usda-gov","Department of Agriculture","9","9","0","620","1"
16, 03, 22, "doc-gov","Department of Commerce","38","38","0","1458","2"
16, 03, 22, "dod-gov","Department of Defense","60","68","33","191","31"
16, 03, 22, "ed-gov","Department of Education","15","37","4","238","6"
16, 03, 22, "doe-gov","Department of Energy","3","4","0","1237","0"
16, 03, 22, "dhs-gov","Department of Homeland Security","12","12","4","256","4"
16, 03, 22, "hud-gov","Department of Housing and Urban Development","10","10","4","174","5"
16, 03, 22, "doj-gov","Department of Justice","1","1","0","1049","0"
16, 03, 22, "dol-gov","Department of Labor","30","31","5","374","8"
16, 03, 22, "state-gov","Department of State","3","4","0","119","2"
16, 03, 22, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 03, 22, "dot-gov","Department of Transportation","10","15","0","3104","0"
16, 03, 22, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","879","2146","3","5448","16"
16, 03, 22, "eop-gov","Executive Office of the President","2","2","1","46","4"
16, 03, 22, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 03, 22, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 03, 22, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 03, 22, "gsa-gov","General Services Administration","3","3","1","159","1"
16, 03, 22, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 03, 22, "isu-edu","Idaho State University","56","168","7","2076","2"
16, 03, 22, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 03, 22, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 03, 22, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
16, 03, 22, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
16, 03, 22, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
16, 03, 22, "mcc-gov","Millenium Challenge Corporation","3","6","0","113","2"
16, 03, 22, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","2","124","4"
16, 03, 22, "nasa-gov","National Aeronautics and Space Administration","804","804","2","32029","2"
16, 03, 22, "nara-gov","National Archives and Records Administration","1","1","1","65","1"
16, 03, 22, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
16, 03, 22, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","67735","0"
16, 03, 22, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
16, 03, 22, "nsf-gov","National Science Foundation","5","5","3","145","3"
16, 03, 22, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
16, 03, 22, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","14041","27"
16, 03, 22, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
16, 03, 22, "usa-net","Nuna Technologies","1","2","10","8","12"
16, 03, 22, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
16, 03, 22, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
16, 03, 22, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
16, 03, 22, "opm-gov","Office of Personnel Management","2","2","0","497","0"
16, 03, 22, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
16, 03, 22, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
16, 03, 22, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
16, 03, 22, "sss-gov","Selective Service System","9","9","100","9","100"
16, 03, 22, "state-of-alaska","State of Alaska","5","6","0","369","1"
16, 03, 22, "arkansas-gov","State of Arkansas","68","97","9","359","18"
16, 03, 22, "ca-gov","State of California","222","333","18","848","26"
16, 03, 22, "state-of-connecticut","State of Connecticut","13","39","2","346","3"
16, 03, 22, "state-of-hawaii","State of Hawaii","7","7","0","448","1"
16, 03, 22, "state-of-illinois","State of Illinois","7","7","0","591","1"
16, 03, 22, "state-of-maryland","State of Maryland","6","6","0","781","0"
16, 03, 22, "state-mn-us","State of Minnesota","15","15","6","209","7"
16, 03, 22, "state-of-missouri","State of Missouri","6","18","1","371","1"
16, 03, 22, "state-of-new-york","State of New York","19","56","2","522","3"
16, 03, 22, "nd-gov","State of North Dakota","32","47","4","237","13"
16, 03, 22, "state-of-oregon","State of Oregon","5","5","0","482","1"
16, 03, 22, "state-of-washington","State of Washington","1","1","0","334","0"
16, 03, 22, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 03, 22, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 03, 22, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 03, 22, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 03, 22, "census-gov","US Census Bureau, Department of Commerce","193","234","0","131772","0"
16, 03, 22, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 03, 22, "hhs-gov","U.S. Department of Health & Human Services","103","129","3","1620","6"
16, 03, 22, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 03, 22, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","5","25775","5"
16, 03, 22, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","765","0"
16, 03, 22, "usgs-gov","U.S. Geological Survey, Department of the Interior","143090","177009","3","1597488","8"
16, 03, 22, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 03, 22, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 03, 22, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 03, 22, "wake-county","Wake County","1","1","0","104","0"
16, 03, 22, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 03, 22, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 03, 22, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 03, 23, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 03, 23, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 03, 23, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 03, 23, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 03, 23, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 03, 23, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 03, 23, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 03, 23, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 03, 23, "city-of-baltimore","City of Baltimore","1","1","0","322","0"
16, 03, 23, "city-of-baton-rouge","City of Baton Rouge","3","9","8","31","9"
16, 03, 23, "city-of-charlotte","City of Charlotte","1","1","0","58","1"
16, 03, 23, "city-of-chicago","City of Chicago","12","22","1","601","1"
16, 03, 23, "city-of-los-angeles","City of Los Angeles","7","9","0","348","2"
16, 03, 23, "city-of-new-york","City of New York","25","47","0","1417","1"
16, 03, 23, "city-of-san-francisco","City of San Francisco","3","9","0","414","0"
16, 03, 23, "city-of-seattle","City of Seattle","31","73","6","308","10"
16, 03, 23, "cook-county-of-illinois","Cook County of Illinois","7","10","0","375","1"
16, 03, 23, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 03, 23, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 03, 23, "usda-gov","Department of Agriculture","9","9","0","620","1"
16, 03, 23, "doc-gov","Department of Commerce","38","38","0","1458","2"
16, 03, 23, "dod-gov","Department of Defense","60","68","33","191","31"
16, 03, 23, "ed-gov","Department of Education","15","37","4","238","6"
16, 03, 23, "doe-gov","Department of Energy","3","4","0","1237","0"
16, 03, 23, "dhs-gov","Department of Homeland Security","12","12","4","256","4"
16, 03, 23, "hud-gov","Department of Housing and Urban Development","10","10","4","174","5"
16, 03, 23, "doj-gov","Department of Justice","1","1","0","1049","0"
16, 03, 23, "dol-gov","Department of Labor","30","31","5","374","8"
16, 03, 23, "state-gov","Department of State","3","4","0","119","2"
16, 03, 23, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 03, 23, "dot-gov","Department of Transportation","10","15","0","3104","0"
16, 03, 23, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","879","2146","3","5448","16"
16, 03, 23, "eop-gov","Executive Office of the President","2","2","1","46","4"
16, 03, 23, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 03, 23, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 03, 23, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 03, 23, "gsa-gov","General Services Administration","3","3","1","159","1"
16, 03, 23, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 03, 23, "isu-edu","Idaho State University","56","168","7","2076","2"
16, 03, 23, "imls-gov","Institute of Museum and Library Services","12","16","14","42","28"
16, 03, 23, "iastate-edu","Iowa State University GIS Support and Research Facility","19","20","4","165","11"
16, 03, 23, "kgs-ku-edu","Kansas Data Access and Support Center","31","32","9","165","18"
16, 03, 23, "lagic-lsu-edu","Louisiana Geographic Information Center","22","39","6","274","8"
16, 03, 23, "mspb-gov","Merit Systems Protection Board","3","3","100","3","100"
16, 03, 23, "mcc-gov","Millenium Challenge Corporation","3","6","0","113","2"
16, 03, 23, "montgomery-county-of-maryland","Montgomery County of Maryland","6","15","2","124","4"
16, 03, 23, "nasa-gov","National Aeronautics and Space Administration","804","804","2","32029","2"
16, 03, 23, "nara-gov","National Archives and Records Administration","1","1","1","65","1"
16, 03, 23, "nlrb-gov","National Labor Relations Board","1","1","1","56","1"
16, 03, 23, "noaa-gov","National Oceanic and Atmospheric Administration, Department of Commerce","43","43","0","67735","0"
16, 03, 23, "nps-gov","National Park Service, Department of the Interior","1245","3277","12","6784","18"
16, 03, 23, "nsf-gov","National Science Foundation","5","5","3","145","3"
16, 03, 23, "nitrd-gov","Networking and Information Technology Research and Development, Executive Office of the President","4","4","5","58","6"
16, 03, 23, "gis-inventory-ramona-nsgic","NSGIC GIS Inventory (aka Ramona)","3908","4886","18","14041","27"
16, 03, 23, "nrc-gov","Nuclear Regulatory Commission","15","15","24","61","24"
16, 03, 23, "usa-net","Nuna Technologies","1","2","10","8","12"
16, 03, 23, "ornl-gov","Oak Ridge National Laboratory","12","45","22","77","15"
16, 03, 23, "oha-doi-gov","Office of Hearings and Appeals, Department of the Interior","1","1","100","1","100"
16, 03, 23, "onhir-gov","Office of Navajo and Hopi Indian Relocation","4","4","100","4","100"
16, 03, 23, "opm-gov","Office of Personnel Management","2","2","0","497","0"
16, 03, 23, "ostp-eop-gov","Office of Science and Technology Policy, Executive Office of the President","2","2","33","6","33"
16, 03, 23, "opic-gov","Overseas Private Investment Corporation","3","3","100","3","100"
16, 03, 23, "psmfc-org","Pacific States Marine Fisheries Commission","27","73","56","49","55"
16, 03, 23, "sss-gov","Selective Service System","9","9","100","9","100"
16, 03, 23, "state-of-alaska","State of Alaska","5","6","0","369","1"
16, 03, 23, "arkansas-gov","State of Arkansas","68","97","9","359","18"
16, 03, 23, "ca-gov","State of California","222","333","18","848","26"
16, 03, 23, "state-of-connecticut","State of Connecticut","13","39","2","346","3"
16, 03, 23, "state-of-hawaii","State of Hawaii","7","7","0","448","1"
16, 03, 23, "state-of-illinois","State of Illinois","7","7","0","591","1"
16, 03, 23, "state-of-maryland","State of Maryland","6","6","0","781","0"
16, 03, 23, "state-mn-us","State of Minnesota","15","15","6","209","7"
16, 03, 23, "state-of-missouri","State of Missouri","6","18","1","371","1"
16, 03, 23, "state-of-new-york","State of New York","19","56","2","522","3"
16, 03, 23, "nd-gov","State of North Dakota","32","47","4","237","13"
16, 03, 23, "state-of-oregon","State of Oregon","5","5","0","482","1"
16, 03, 23, "state-of-washington","State of Washington","1","1","0","334","0"
16, 03, 23, "un-org","United Nations Cartographic Section","8","8","2","135","5"
16, 03, 23, "university-of-arizona","University of Arizona","3","6","0","591","0"
16, 03, 23, "unh-edu","University of New Hampshire","63","171","3","1827","3"
16, 03, 23, "edc-uri-edu","University of Rhode Island Geospatial Extension Program","5","12","13","21","23"
16, 03, 23, "census-gov","US Census Bureau, Department of Commerce","193","234","0","131772","0"
16, 03, 23, "cpsc-gov","US Consumer Product Safety Commission","1","1","14","7","14"
16, 03, 23, "hhs-gov","U.S. Department of Health & Human Services","103","129","3","1620","6"
16, 03, 23, "eeoc-gov","US Equal Employment Opportunity Commission","22","22","24","91","24"
16, 03, 23, "fws-gov","US Fish and Wildlife Service, Department of the Interior","1544","1585","5","25781","5"
16, 03, 23, "fs-fed-us","US Forest Service, Department of Agriculture","1","1","0","765","0"
16, 03, 23, "usgs-gov","U.S. Geological Survey, Department of the Interior","143971","177890","3","1597863","9"
16, 03, 23, "osc-gov","US Office of the Special Counsel","3","3","100","3","100"
16, 03, 23, "vcgi-org","Vermont Center for Geographic Information","171","263","24","231","74"
16, 03, 23, "deq-virginia-gov","Virginia Department of Environmental Quality","1","1","25","2","50"
16, 03, 23, "wake-county","Wake County","1","1","0","104","0"
16, 03, 23, "wustl-edu","Washington University St Louis","59","155","51","60","98"
16, 03, 23, "wwhgd-nga-org","World Wide Human Geography Data Working Group","2","9","37","10","20"
16, 03, 23, "wvu-edu","WV GIS Technical Center","1","2","5","18","5"
16, 03, 24, "azgs-az-gov","Arizona Geological Survey","336","581","17","1588","21"
16, 03, 24, "usace-army-mil","Army Corps of Engineers, Department of the Army, Department of Defense","99","207","39","128","77"
16, 03, 24, "belle-baruch-sc-edu","Baruch Institute for Marine and Coastal Sciences, Univ of South Carolina","10","14","6","26","38"
16, 03, 24, "broadcasting-board-of-governors","Broadcasting Board of Governors","6","6","100","6","100"
16, 03, 24, "bie-doi-gov","Bureau of Indian Education, Department of the Interior","1","1","100","1","100"
16, 03, 24, "blm-gov","Bureau of Land Management, Department of the Interior","5","5","4","95","5"
16, 03, 24, "resources-ca-gov","California Department of Resources","367","367","62","585","62"
16, 03, 24, "jpl-nasa-gov","California Institute of Technology, Jet Propulsion Laboratory","1","15","83","1","100"
16, 03, 24, "city-of-baltimore","City of Baltimore","1","1","0","361","0"
16, 03, 24, "city-of-baton-rouge","City of Baton Rouge","3","9","8","31","9"
16, 03, 24, "city-of-charlotte","City of Charlotte","1","1","0","58","1"
16, 03, 24, "city-of-chicago","City of Chicago","12","22","1","601","1"
16, 03, 24, "city-of-los-angeles","City of Los Angeles","7","9","0","345","2"
16, 03, 24, "city-of-new-york","City of New York","25","47","0","1417","1"
16, 03, 24, "city-of-san-francisco","City of San Francisco","3","9","0","415","0"
16, 03, 24, "city-of-seattle","City of Seattle","31","73","4","362","8"
16, 03, 24, "cook-county-of-illinois","Cook County of Illinois","7","10","0","375","1"
16, 03, 24, "cornell-edu","Cornell University ","107","301","13","1772","6"
16, 03, 24, "ceq-eop-gov","Council on Environmental Quality, Executive Office of the President","99","99","98","101","98"
16, 03, 24, "usda-gov","Department of Agriculture","9","9","0","620","1"
16, 03, 24, "doc-gov","Department of Commerce","38","38","0","1459","2"
16, 03, 24, "dod-gov","Department of Defense","60","68","33","191","31"
16, 03, 24, "ed-gov","Department of Education","15","37","4","238","6"
16, 03, 24, "doe-gov","Department of Energy","3","4","0","1237","0"
16, 03, 24, "dhs-gov","Department of Homeland Security","12","12","4","256","4"
16, 03, 24, "hud-gov","Department of Housing and Urban Development","10","10","4","174","5"
16, 03, 24, "doj-gov","Department of Justice","1","1","0","1049","0"
16, 03, 24, "dol-gov","Department of Labor","30","31","5","374","8"
16, 03, 24, "state-gov","Department of State","3","4","0","119","2"
16, 03, 24, "treasury-gov","Department of the Treasury","8","8","2","237","3"
16, 03, 24, "dot-gov","Department of Transportation","10","15","0","3104","0"
16, 03, 24, "edac-unm-edu","Earth Data Analysis Center, University of New Mexico","877","2143","3","5448","16"
16, 03, 24, "eop-gov","Executive Office of the President","2","2","1","46","4"
16, 03, 24, "fcc-gov","Federal Communications Commission","2","2","16","12","16"
16, 03, 24, "fema-gov","Federal Emergency Management Agency, Department of Homeland Security","2413","12805","44","8371","28"
16, 03, 24, "ftc-gov","Federal Trade Commission","6","9","81","6","100"
16, 03, 24, "gsa-gov","General Services Administration","3","3","1","159","1"
16, 03, 24, "glc-org","Great Lakes Commission","60","297","69","86","69"
16, 03, 24, "isu-edu","Idaho State University","56","168","7","2076","2"
